חותמת זמן,מצב לימודים,מוסד לימודים,סיווג מקום עבודה,תחום עיסוק - אפשר לבחור שילוב של עיסוקים,שם חברה (לחברות גלובליות באנגלית/חברות ישראליות בעברית),שנות ניסיון,"שכר (בש""ח) - ברוטו!",שכר שעתי/גלובלי,"הערות: תנאים (משכורת 13, קרן השתלמות וכו') וכל דבר שכדאי לציין",קבלת רכב מהעבודה
02/08/2019 17:22:14,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,ניהול פרוייקטים/ PMO,,0-1,3800,שעתי,,לא
02/08/2019 17:25:23,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,ניהול פרוייקטים/ PMO,,0-1,30,שעתי,,לא
02/08/2019 17:35:19,בוגר/ת,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",סודהסטרים,0-1,9500,גלובלי,,לא
02/08/2019 17:37:30,בוגר/ת,מכללת עזריאלי (המכללה להנדסה) ירושלים,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Exlibris,0-1,13000,גלובלי,קרן השתלמות,לא
02/08/2019 17:41:24,סטודנט/ית,מכללת עזריאלי ירושלים,מוסד ממשלתי,ניתוח נתונים - BI/Data analyst,,0-1,34,שעתי,"קרן השתלמות, ארוחות",לא
02/08/2019 17:43:00,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,,0-1,70,שעתי,קרן השתלמות,לא
02/08/2019 17:50:09,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,0-1,11500,גלובלי,"קרן השתלמות, בונוס שנתי, פנסיה ",לא
02/08/2019 18:25:38,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,,0-1,40,שעתי,כלום,לא
02/08/2019 18:44:39,סטודנט/ית,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,40,שעתי,,לא
02/08/2019 18:59:56,סטודנט/ית,בן גוריון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",Elbit Systems,0-1,40,שעתי,,לא
02/08/2019 19:02:01,בוגר/ת,בן גוריון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",Elbit Systems,0-1,10500,גלובלי,מצפים לכ20 שעות נוספות (אשר מקבלים עליהן עוד כסף),לא
02/08/2019 19:14:06,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,Intel,0-1,51.2,שעתי,"השתתפות בתוכנית מניות,תקציב איכות חיים, 3 ארוחות ביום, יום חופש בתשלום בחודש יום ההולדת, מתנות בתקופת מבחנים ",לא
02/08/2019 19:19:36,סטודנט/ית,אוניברסיטת תל אביב,הייטק (סטארט-אפים וחברות גדולות),QA (Software) - ידני,,0-1,48,שעתי,,לא
03/08/2019 01:07:16,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",תעשייה אווירית,0-1,39,שעתי,,לא
03/08/2019 09:47:15,סטודנט/ית,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Solaredge,0-1,55,שעתי,,לא
03/08/2019 13:56:31,בוגר/ת,טכניון,Low tech,ניהול פרוייקטים/ PMO,,0-1,13500,גלובלי,קרן השתלמות,לא
04/08/2019 13:37:23,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,"תפעול וייצור (תפ""י)",,0-1,4100,שעתי,חצי משרה. יש קרן השתלמות,לא
04/08/2019 21:15:35,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,הנדסת ארגון ושיטות,משרד ראש הממשלה,0-1,4500,שעתי,תנאים של עובד מדינה,לא
04/08/2019 21:21:06,בוגר/ת,מכללת אפקה,חברת פארמה קטנה,CRM Manager,Boehringer ingelheim,0-1,12000,גלובלי,"בונוס (בין משכורת לשתיים), טלפון, קרן השתלמות, סיבוס",לא
04/08/2019 21:23:00,בוגר/ת,המכללה להנדסה,בית חולים,"ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",הדסה עין כרם,0-1,10000,גלובלי,קרן השתלמות בונוסים,לא
04/08/2019 21:24:23,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",Devops,,0-1,10000,גלובלי,,כן
04/08/2019 21:25:01,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",תעשייה אווירית,0-1,40,שעתי,,לא
04/08/2019 21:28:29,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",עוזרת מנהל פרוייקט לוגיסטי,תעשייה אווירית,0-1,39.04,שעתי,,לא
04/08/2019 21:30:48,סטודנט/ית,אוניברסיטת אריאל,יעוץ,"ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",Teffen,0-1,35,שעתי,,לא
04/08/2019 21:54:11,בוגר/ת,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",סיפן,0-1,9000,גלובלי,,לא
07/08/2019 17:08:27,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, תפעול וייצור (תפ""י)",פרופלוס,0-1,4000,שעתי,,לא
11/08/2019 15:34:31,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),בקרה תקציבית,,0-1,60,שעתי,קרן השתלמות,לא
14/08/2019 11:49:31,סטודנט/ית,HIT מכון טכנלוגי,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,תעשייה אווירית,0-1,55,שעתי,,לא
14/08/2019 13:24:33,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,אלתא,0-1,3000,שעתי,,לא
14/08/2019 13:43:14,סטודנט/ית,HIT מכון טכנלוגי,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),ניהול פרוייקטים/ PMO,,0-1,37.5,שעתי,,לא
14/08/2019 21:13:13,סטודנט/ית,אוניברסיטת אריאל,מוסד ממשלתי,ניהול פרוייקטים/ PMO,,0-1,9000,שעתי,קרן השתלמות,לא
14/08/2019 21:28:01,סטודנט/ית,אוניברסיטת אריאל,חברה מתפתחת בתחום ייצור,QA (Software) - ידני,,0-1,4500,שעתי,,לא
14/08/2019 23:00:22,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",אלביט מערכות-אלאופ,0-1,40,שעתי,ארוחת בוקר וצהריים כלול חינם,לא
15/08/2019 16:06:49,בוגר/ת,טכניון,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Ncr,0-1,10000,גלובלי,,לא
15/08/2019 23:30:25,סטודנט/ית,אוניברסיטת אריאל,שיווק והפצה,ניתוח נתונים - BI/Data analyst,ראלי וייס,0-1,5000,גלובלי,,לא
15/08/2019 23:45:00,בוגר/ת,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,7500,שעתי,,לא
19/08/2019 15:13:24,סטודנט/ית,מכללת סמי שמעון,הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, ניתוח נתונים - BI/Data analyst, תכנות: Frontend/Backend/Fullstack",,0-1,10,שעתי,,
22/08/2019 19:16:32,סטודנט/ית,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,טבע,0-1,33,שעתי,נסיעות ,לא
22/08/2019 19:49:53,סטודנט/ית,רופין,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י), פלנר",.,0-1,45,שעתי,קרן השתלמות מהשנה הבאה,לא
22/08/2019 19:55:52,סטודנט/ית,מכללת סמי שמעון,מוסד ממשלתי,הנדסת ארגון ושיטות,,0-1,35,שעתי,,לא
22/08/2019 22:11:41,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Elbit,0-1,60,שעתי,,לא
22/08/2019 22:12:07,בוגר/ת,בן גוריון,חברת ייעוץ,הנדסת ארגון ושיטות,,0-1,15000,גלובלי,,לא
23/08/2019 09:38:41,בוגר/ת,הקריה להנדסה בתל אביב,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",ינון מאפים,0-1,8800,שעתי,לא,לא
23/08/2019 11:50:16,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),Rpa,Hms,0-1,14000,גלובלי,,לא
25/08/2019 14:45:38,סטודנט/ית,בראודה,מוסד ממשלתי,עוזרת במטלות השוטפות,,0-1,3720,שעתי,"קרן השתלמות , פנסיה ",לא
25/08/2019 14:48:51,סטודנט/ית,טכניון,הייטק (סטארט-אפים וחברות גדולות),"Devops, לא בדיוק DevOps אבל כן כתיבת סקריפטים בעיקר",אינטל,0-1,56,שעתי,,לא
25/08/2019 14:53:35,סטודנט/ית,המרכז האקדמי לב,מוסד ממשלתי,ניתוח נתונים - BI/Data analyst,,0-1,4000,שעתי,שכר ממשלתי קבוע לסטודנטים,לא
25/08/2019 16:25:40,בוגר/ת,עמק יזרעאל,מוסד ממשלתי,ניתוח נתונים - BI/Data analyst,,0-1,1100,גלובלי,"משרה ללא שעות נוספות, קרן השתלמות, 19 ימי חופשה",לא
25/08/2019 16:29:58,בוגר/ת,מכללת סמי שמעון,חברת אופנה,יישום מערכות מידע,CASTRO,0-1,8500,גלובלי,,לא
25/08/2019 16:36:30,סטודנט/ית,מכללת אפקה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,,0-1,35,שעתי,,לא
25/08/2019 17:36:23,בוגר/ת,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,Elal,0-1,12800,גלובלי,"משכורת 13, קרן השתלמות",לא
25/08/2019 18:22:44,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",Elbit ,0-1,35,שעתי,,לא
28/08/2019 12:12:25,סטודנט/ית,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,Maytronucs,0-1,40,שעתי,,לא
04/09/2019 15:21:23,סטודנט/ית,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",רפאל,0-1,45,שעתי,,לא
04/09/2019 21:37:44,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",Hanson,0-1,11000,שעתי,,לא
04/09/2019 21:44:03,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",לא עובד,ניהול פרוייקטים/ PMO,,0-1,2000,שעתי,,לא
27/09/2019 13:38:07,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,0-1,10000,שעתי,"קרן השתלמות, הטבות וכו ",לא
27/09/2019 13:38:14,סטודנט/ית,טכניון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,40,שעתי,,לא
27/09/2019 13:41:08,סטודנט/ית,אורט בראודה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",Palram,0-1,42,שעתי,,לא
27/09/2019 16:44:06,סטודנט/ית,בן גוריון,חברת ייעוץ,הנדסת ארגון ושיטות,,0-1,50,שעתי,אין קרן השתלמות. משכורת למשרה מלאה 10000 ברוטו,לא
27/09/2019 18:37:03,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Unilever,0-1,13500,שעתי,"חצי שנה דרך חברת כא , כל התנאים מהיום הראשון",לא
28/09/2019 04:00:34,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,14000,שעתי,קרן השתלמות ,לא
04/10/2019 09:11:44,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,ניהול משרד טכני,,0-1,8000,שעתי,,לא
04/10/2019 18:45:13,סטודנט/ית,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),Support,,0-1,5000,שעתי,,לא
04/10/2019 18:49:15,בוגר/ת,HIT מכון טכנלוגי,הייטק (סטארט-אפים וחברות גדולות),Devops,,0-1,8000,שעתי,,לא
04/10/2019 18:56:49,סטודנט/ית,מכללת אפקה,בית קפה,"ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות, תפעול וייצור (תפ""י), ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,5000,שעתי,,לא
04/10/2019 18:57:46,בוגר/ת,בן גוריון,חברת ייעוץ,ניהול פרוייקטים/ PMO,,0-1,10500,גלובלי,משכורת 13,לא
04/10/2019 19:04:58,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)","תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת איכות,אלביט,0-1,4000,שעתי,אחזקת רכב- 1800 למשרה מלאה- על פי מספר ימיי ההגעה,לא
05/10/2019 20:56:54,בוגר/ת,אוניברסיטת אריאל,הייטק (סטארט-אפים וחברות גדולות),"תפעול וייצור (תפ""י)",,0-1,12000,גלובלי,קרן השתלמות,לא
08/10/2019 16:51:11,סטודנט/ית,בן גוריון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",,0-1,34,שעתי,,לא
25/10/2019 08:04:43,סטודנט/ית,אוניברסיטת אריאל,מוסד ממשלתי,"תפעול וייצור (תפ""י)",משרד הבינוי והשיכון,0-1,40,שעתי,,לא
15/11/2019 13:21:55,בוגר/ת,מכללת אפקה,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),מפתח RPA,EY,0-1,11000,שעתי,,לא
16/11/2019 19:31:00,סטודנט/ית,מכללת בראודה ,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').","תפעול וייצור (תפ""י)",תב מדיקל ,0-1,9000,שעתי,,לא
16/11/2019 19:31:21,בוגר/ת,מכללת בראודה,חברת לואו טק,"תפעול וייצור (תפ""י)",,0-1,9800,גלובלי,קרן השתלמות ,לא
16/11/2019 19:37:58,סטודנט/ית,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,wix,0-1,75,שעתי,,לא
16/11/2019 19:54:24,סטודנט/ית,מכללת סמי שמעון,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",ניהול פרוייקטים/ PMO,אלתא,0-1,5000,שעתי,,לא
16/11/2019 20:13:45,סטודנט/ית,בן גוריון,חברת ייעוץ,"ניהול פרוייקטים/ PMO, הנדסת ארגון ושיטות",,0-1,50,שעתי,,לא
17/11/2019 13:04:22,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",קמעונות,ניהול מערכות מידע,,0-1,42,שעתי,אין,לא
28/11/2019 10:47:18,סטודנט/ית,HIT מכון טכנלוגי,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הבטחת איכות - הכשרה ותיקוף מערכות ותהליכים,שירותי בריאות כללית,0-1,9800,גלובלי,"קרן השתלמות, גמל, אחזקת רכב",לא
28/11/2019 10:52:16,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,"ניתוח נתונים - BI/Data analyst, הנדסת ארגון ושיטות",רפאל,0-1,45,שעתי,הבראה,לא
28/11/2019 10:52:23,סטודנט/ית,"או""פ (אוניברסיטה פתוחה)",מוסד ממשלתי,"ניתוח נתונים - BI/Data analyst, הנדסת ארגון ושיטות",רפאל,0-1,45,שעתי,הבראה,לא
28/11/2019 12:22:36,סטודנט/ית,בן גוריון,מוסד ממשלתי,תרגום,,0-1,5500,שעתי,,לא
28/11/2019 17:40:39,סטודנט/ית,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),"ניהול פרוייקטים/ PMO, ניתוח נתונים - BI/Data analyst, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,3800,שעתי,,לא
03/12/2019 10:05:49,בוגר/ת,המכללה להנדסה ירושלים,חברת ייעוץ,"ייעוץ מערכות טכנולוגיות, ניהול פרויקטים",חברת ייעוץ,0-1,10000,גלובלי,"משכורת 10k עבור 168 שעות בחודש, סבסוד ארוחות",לא
04/12/2019 00:01:47,סטודנט/ית,מכללת אפקה,הייטק (סטארט-אפים וחברות גדולות),"ניתוח נתונים - BI/Data analyst, מדעי נתונים - Data science",,0-1,5200,גלובלי,,לא
05/12/2019 20:32:42,בוגר/ת,HIT מכון טכנלוגי,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, יישום מערכת אוטומציה",בינת תקשורת מחשבים,0-1,10000,גלובלי,קרן השתלמות,לא
05/12/2019 20:38:27,סטודנט/ית,אוניברסיטת אריאל,מוסדות פיננסים וחברות ביטוח (בנקים וכו'),"ניהול פרוייקטים/ PMO, ניתוח נתונים - BI/Data analyst",,0-1,40,שעתי,,לא
05/12/2019 21:30:00,בוגר/ת,אוניברסיטת אריאל,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",הנדסת ארגון ושיטות,,0-1,11500,שעתי,"בונוס, קרן השתלמות, פלאפון ",לא
08/12/2019 00:39:10,בוגר/ת,אוניברסיטת אריאל,מוסד ממשלתי,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,0-1,8000,גלובלי,,לא
09/12/2019 09:22:47,סטודנט/ית,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",KPMG,0-1,12000,גלובלי,"קרן השתלמות, החזרי נסיעות 500 ברוטו בחודש",כן
09/12/2019 11:04:44,סטודנט/ית,בן גוריון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,,0-1,6000,גלובלי,,לא
09/12/2019 12:58:31,סטודנט/ית,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,Sense,0-1,8200,שעתי,סיבוס 20,לא
09/12/2019 13:22:49,סטודנט/ית,מכללת שנקר,הייטק (סטארט-אפים וחברות גדולות),ניהול פרוייקטים/ PMO,,0-1,7000,שעתי,,
09/12/2019 13:51:12,סטודנט/ית,מכללת שנקר,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",תכנון ובקרה,תעשייה אווירית,0-1,59.25,שעתי,,לא
09/12/2019 19:09:22,בוגר/ת,בן גוריון,ייעוץ,הנדסת ארגון ושיטות,,0-1,15000,גלובלי,"קרן השתלמות, הוצאות נסיעה ",לא
09/12/2019 21:11:19,בוגר/ת,רופין,תחום הפארמה,sales force - support and solutions,,0-1,8500,גלובלי,,לא
11/12/2019 10:23:01,סטודנט/ית,מכללת שנקר,חברה פרטית קטנה,"ניהול פרוייקטים/ PMO, ייעוץ ניהולי ועסקי",,0-1,5500,שעתי,,לא
12/12/2019 14:19:46,סטודנט/ית,מכללת סמי שמעון,הייטק (סטארט-אפים וחברות גדולות),ניתוח נתונים - BI/Data analyst,,0-1,50,שעתי,,לא
13/12/2019 13:36:54,סטודנט/ית,מכללת אפקה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",מנהלת תפעול ובקרה ,אלביט יבשה ותעש,0-1,13000,גלובלי,,כן
13/12/2019 13:36:57,סטודנט/ית,מכללת אפקה,"תעשייה מסורתית (מפעלי ייצור, תעשייה אווירית/צבאית וכו').",מנהלת תפעול ובקרה ,אלביט יבשה ותעש,0-1,13000,גלובלי,,כן
